,participant,block,order,spelling,wnw,resp,accuracy,prev.acc,rt,prev.rt,freq,prev.wnw,fg,wfnw,resp.1,ve
18117,1,37,18317,oortijfs,2,2,1,1,503,470,NA,1,NA,7,2,0
18118,1,37,18318,vinks,2,2,1,1,921,503,NA,2,NA,7,2,0
18119,1,37,18319,algoei,2,2,1,1,458,921,NA,2,NA,7,2,0
18120,1,37,18320,verschilt,1,1,1,1,525,458,2.1725,2,4,4,1,0
18121,1,37,18321,bestaft,2,2,1,1,525,525,NA,1,NA,7,2,0
18122,1,37,18322,kwadraat,1,1,1,1,542,525,0.869,2,3,3,1,0
18123,1,37,18323,stokers,1,1,1,1,605,542,0.2287,1,2,2,1,0
18124,1,37,18324,mei,1,1,1,1,443,605,10.908,1,5,5,1,0
18125,1,37,18325,roerloos,1,1,1,1,495,443,0.2973,1,2,2,1,0
18126,1,37,18326,eetbaar,1,1,1,1,385,495,1.2577,1,3,3,1,0
18127,1,37,18327,ondanks,1,1,1,1,440,385,31.7635,1,6,6,1,0
18128,1,37,18328,sloeitje,2,2,1,1,619,440,NA,1,NA,7,2,1
18129,1,37,18329,euvel,1,2,0,1,457,619,0.1372,2,2,2,2,0
18130,1,37,18330,pincet,1,1,1,0,556,457,0.8918,1,3,3,1,0
18131,1,37,18331,vogel,1,1,1,1,394,556,32.2666,1,6,6,1,0
18132,1,37,18332,mopool,2,2,1,1,545,394,NA,1,NA,7,2,0
18133,1,37,18333,ninpeng,2,2,1,1,513,545,NA,2,NA,7,2,0
18134,1,37,18334,draait,1,1,1,1,514,513,48.7544,2,6,6,1,0
18135,1,37,18335,schife,2,2,1,1,611,514,NA,1,NA,7,2,0
18136,1,37,18336,grondje,1,1,1,1,416,611,0,2,1,1,1,0
18137,1,37,18337,zessels,2,2,1,1,454,416,NA,1,NA,7,2,0
18138,1,37,18338,dwazen,1,1,1,1,457,454,3.5903,2,4,4,1,0
18139,1,37,18339,klieken,1,1,1,1,476,457,0.0457,1,1,1,1,0
18140,1,37,18340,hieding,2,2,1,1,430,476,NA,1,NA,7,2,0
18141,1,37,18341,snavel,1,1,1,1,435,430,1.7151,2,4,4,1,0
18142,1,37,18342,toetsen,1,1,1,1,440,435,2.4697,1,4,4,1,0
18143,1,37,18343,dertien,1,1,1,1,395,440,13.1948,1,5,5,1,0
18144,1,37,18344,trekt,1,1,1,1,401,395,39.6301,1,6,6,1,0
18145,1,37,18345,drukke,1,1,1,1,472,401,7.9809,1,5,5,1,0
18146,1,37,18346,dentand,2,2,1,1,507,472,NA,1,NA,7,2,0
18147,1,37,18347,vakwerk,1,1,1,1,427,507,1.0977,2,3,3,1,0
18148,1,37,18348,schadar,2,2,1,1,528,427,NA,1,NA,7,2,0
18149,1,37,18349,alders,2,2,1,1,481,528,NA,2,NA,7,2,0
18150,1,37,18350,zegde,1,1,1,1,548,481,0.2744,2,2,2,1,0
18151,1,37,18351,haardkoer,2,2,1,1,643,548,NA,1,NA,7,2,0
18152,1,37,18352,gade,1,1,1,1,815,643,0.5488,2,3,3,1,0
18153,1,37,18353,gracht,1,1,1,1,533,815,1.3492,1,4,4,1,0
18154,1,37,18354,vlikte,2,2,1,1,581,533,NA,1,NA,7,2,0
18155,1,37,18355,haarzaam,2,2,1,1,563,581,NA,2,NA,7,2,0
18156,1,37,18356,kwekers,1,1,1,1,531,563,0.0457,2,1,1,1,0
18157,1,37,18357,gevoel,1,1,1,1,547,531,128.266,1,6,6,1,0
18158,1,37,18358,labot,2,2,1,1,483,547,NA,1,NA,7,2,0
18159,1,37,18359,kromde,1,1,1,1,341,483,0.0686,2,1,1,1,0
18160,1,37,18360,schote,2,2,1,1,590,341,NA,1,NA,7,2,0
18161,1,37,18361,reisden,1,1,1,1,396,590,1.3721,2,4,4,1,0
18162,1,37,18362,zweesjes,2,2,1,1,657,396,NA,1,NA,7,2,0
18163,1,37,18363,scheepjes,1,1,1,1,631,657,0.0915,2,1,1,1,0
18164,1,37,18364,vleesmes,1,1,1,1,504,631,0.3888,1,2,2,1,0
18165,1,37,18365,oestje,2,2,1,1,490,504,NA,1,NA,7,2,0
18166,1,37,18366,hieltjes,1,1,1,1,1035,490,0.0229,2,1,1,1,0
18167,1,37,18367,zenders,1,1,1,1,360,1035,3.1786,1,4,4,1,0
18168,1,37,18368,ja,1,1,1,1,431,360,3427.8979,1,6,6,1,0
18169,1,37,18369,jeugdwerk,1,1,1,1,484,431,0.0457,1,1,1,1,0
18170,1,37,18370,hompt,2,2,1,1,438,484,NA,1,NA,7,2,0
18171,1,37,18371,aanvaardt,1,1,1,1,442,438,2.6755,2,4,4,1,0
18172,1,37,18372,meusjes,2,2,1,1,542,442,NA,1,NA,7,2,0
18173,1,37,18373,condent,2,2,1,1,655,542,NA,2,NA,7,2,0
18174,1,37,18374,reine,1,1,1,1,794,655,1.4635,2,4,4,1,0
18175,1,37,18375,danderg,2,2,1,1,496,794,NA,1,NA,7,2,0
18176,1,37,18376,bouwden,1,1,1,1,482,496,4.4592,2,5,5,1,0
18177,1,37,18377,tonger,2,2,1,1,1252,482,NA,1,NA,7,2,0
18178,1,37,18378,hoofdweg,1,1,1,1,440,1252,2.8356,2,4,4,1,0
18179,1,37,18379,bijders,2,2,1,1,412,440,NA,1,NA,7,2,0
18180,1,37,18380,lezer,1,1,1,1,353,412,1.5321,2,4,4,1,0
18181,1,37,18381,merels,1,1,1,1,360,353,0.1372,1,2,2,1,0
18182,1,37,18382,wouben,2,2,1,1,640,360,NA,1,NA,7,2,0
18183,1,37,18383,oogwaak,2,2,1,1,588,640,NA,2,NA,7,2,0
18184,1,37,18384,leen,1,1,1,1,363,588,8.3468,2,5,5,1,0
18185,1,37,18385,zoolten,2,2,1,1,417,363,NA,1,NA,7,2,1
18186,1,37,18386,zorp,2,1,0,1,679,417,NA,2,NA,7,1,0
18187,1,37,18387,bonkjes,1,1,1,0,642,679,0,2,1,1,1,0
18188,1,37,18388,orgel,1,1,1,1,382,642,1.1205,1,3,3,1,0
18189,1,37,18389,on,2,2,1,1,452,382,NA,1,NA,7,2,0
18190,1,37,18390,huidpar,2,2,1,1,536,452,NA,2,NA,7,2,1
18191,1,37,18391,zark,2,1,0,1,473,536,NA,2,NA,7,1,0
18192,1,37,18392,bladhoos,2,2,1,0,556,473,NA,2,NA,7,2,1
18193,1,37,18393,schei,1,2,0,1,523,556,16.6021,2,6,6,2,1
18194,1,37,18394,tulpen,1,2,0,0,380,523,0.7546,1,3,3,2,0
18195,1,37,18395,lelven,2,2,1,0,627,380,NA,1,NA,7,2,0
18196,1,37,18396,aarwel,2,2,1,1,527,627,NA,2,NA,7,2,0
18197,1,37,18397,bankroet,1,1,1,1,447,527,2.5383,2,4,4,1,0
18198,1,37,18398,netwerk,1,1,1,1,467,447,11.0452,1,5,5,1,0
18199,1,37,18399,harme,2,2,1,1,583,467,NA,1,NA,7,2,1
18200,1,37,18400,ome,1,2,0,1,629,583,3.6589,2,4,4,2,0
18201,1,37,18401,bezuil,2,2,1,0,791,629,NA,1,NA,7,2,0
18202,1,37,18402,broudjes,2,2,1,1,509,791,NA,2,NA,7,2,0
18203,1,37,18403,ezis,2,2,1,1,493,509,NA,2,NA,7,2,0
18204,1,37,18404,draag,1,1,1,1,479,493,46.7877,2,6,6,1,0
18205,1,37,18405,en,1,1,1,1,546,479,13987.4927,1,6,6,1,0
18206,1,37,18406,omig,2,2,1,1,577,546,NA,1,NA,7,2,0
18207,1,37,18407,waatzond,2,2,1,1,464,577,NA,2,NA,7,2,0
18208,1,37,18408,spoedde,1,1,1,1,467,464,0.1143,2,NA,NA,1,0
18209,1,37,18409,slaren,2,2,1,1,502,467,NA,1,NA,7,2,0
18210,1,37,18410,portlak,2,2,1,1,552,502,NA,2,NA,7,2,0
18211,1,37,18411,tikjes,1,1,1,1,520,552,0.0915,2,1,1,1,0
18212,1,37,18412,hield,1,1,1,1,553,520,150.7452,1,6,6,1,0
18213,1,37,18413,jants,2,2,1,1,473,553,NA,1,NA,7,2,0
18214,1,37,18414,milkshorms,2,2,1,1,555,473,NA,2,NA,7,2,1
18215,1,37,18415,ransel,1,2,0,1,779,555,0.5717,2,3,3,2,1
18216,1,37,18416,bucket,1,2,0,0,450,779,0.1601,1,2,2,2,0
18217,1,37,18417,snepes,2,2,1,0,918,450,NA,1,NA,7,2,0
18218,1,37,18418,selen,2,2,1,1,470,918,NA,2,NA,7,2,0
18219,1,37,18419,klubel,2,2,1,1,522,470,NA,2,NA,7,2,0
18220,1,37,18420,pervers,1,1,1,1,523,522,4.6422,2,5,5,1,0
18221,1,37,18421,acuut,1,1,1,1,491,523,0.5717,1,3,3,1,0
18222,1,37,18422,begeeft,1,1,1,1,541,491,3.1558,1,4,4,1,0
18223,1,37,18423,tro's,2,2,1,1,605,541,NA,1,NA,7,2,0
18224,1,37,18424,cotaal,2,2,1,1,523,605,NA,2,NA,7,2,0
18225,1,37,18425,kanon,1,1,1,1,539,523,6.1743,2,5,5,1,0
18226,1,37,18426,helft,1,1,1,1,572,539,65.6766,1,6,6,1,0
18227,1,37,18427,stuive,2,2,1,1,620,572,NA,1,NA,7,2,0
18228,1,37,18428,horkte,2,2,1,1,1257,620,NA,2,NA,7,2,0
18229,1,37,18429,gifheid,2,2,1,1,875,1257,NA,2,NA,7,2,0
18230,1,37,18430,gratje,2,2,1,1,542,875,NA,2,NA,7,2,0
18231,1,37,18431,files,1,1,1,1,622,542,1.9895,2,4,4,1,0
18232,1,37,18432,gier,1,1,1,1,474,622,1.0062,1,3,3,1,1
18233,1,37,18433,voorzag,1,2,0,1,525,474,0.9376,1,3,3,2,0
18234,1,37,18434,lezig,2,2,1,0,1006,525,NA,1,NA,7,2,0
18235,1,37,18435,nakten,2,2,1,1,572,1006,NA,2,NA,7,2,0
18236,1,37,18436,krijsen,1,1,1,1,634,572,0.8232,2,3,3,1,0
18237,1,37,18437,vernieuwd,1,1,1,1,423,634,1.212,1,3,3,1,0
18238,1,37,18438,everm,2,2,1,1,556,423,NA,1,NA,7,2,0
18239,1,37,18439,mama's,1,1,1,1,458,556,5.9228,2,5,5,1,0
18240,1,37,18440,oonwoud,2,2,1,1,510,458,NA,1,NA,7,2,0
18241,1,37,18441,broerten,2,2,1,1,624,510,NA,2,NA,7,2,0
18242,1,37,18442,nierp,2,2,1,1,476,624,NA,2,NA,7,2,0
18243,1,37,18443,cibja,2,2,1,1,366,476,NA,2,NA,7,2,0
18244,1,37,18444,noofde,2,2,1,1,485,366,NA,2,NA,7,2,0
18245,1,37,18445,gaapstuk,2,2,1,1,712,485,NA,2,NA,7,2,1
18246,1,37,18446,elan,1,2,0,1,450,712,0.1143,2,NA,NA,2,0
18247,1,37,18447,leeltje,2,2,1,0,581,450,NA,1,NA,7,2,0
18248,1,37,18448,baarsten,2,2,1,1,756,581,NA,2,NA,7,2,0
18249,1,37,18449,munies,2,2,1,1,412,756,NA,2,NA,7,2,0
18250,1,37,18450,wille,1,1,1,1,593,412,0.686,2,3,3,1,0
18251,1,37,18451,gidsjes,1,1,1,1,430,593,0.0229,1,1,1,1,0
18252,1,37,18452,eeuw,1,1,1,1,403,430,25.1547,1,6,6,1,0
18253,1,37,18453,gererns,2,2,1,1,473,403,NA,1,NA,7,2,0
18254,1,37,18454,koolslag,2,2,1,1,700,473,NA,2,NA,7,2,0
18255,1,37,18455,zichtbaar,1,1,1,1,533,700,6.3344,2,5,5,1,0
18256,1,37,18456,oudheid,1,1,1,1,438,533,1.4178,1,4,4,1,0
18257,1,37,18457,plaf,2,2,1,1,554,438,NA,1,NA,7,2,0
18258,1,37,18458,gruljaar,2,2,1,1,506,554,NA,2,NA,7,2,0
18259,1,37,18459,denkt,1,1,1,1,411,506,375.5595,2,6,6,1,1
18260,1,37,18460,landdag,1,2,0,1,512,411,0,1,1,1,2,1
18261,1,37,18461,kinnen,1,2,0,0,562,512,0.1601,1,2,2,2,0
18262,1,37,18462,gedraart,2,2,1,0,401,562,NA,1,NA,7,2,0
18263,1,37,18463,hierden,2,2,1,1,582,401,NA,2,NA,7,2,0
18264,1,37,18464,keur,1,1,1,1,565,582,2.4011,2,4,4,1,0
18265,1,37,18465,herwijn,2,2,1,1,548,565,NA,1,NA,7,2,0
18266,1,37,18466,betreft,1,1,1,1,452,548,40.8649,2,6,6,1,0
18267,1,37,18467,schrikbeeld,1,1,1,1,472,452,0.0915,1,1,1,1,0
18268,1,37,18468,vooruit,1,1,1,1,411,472,229.5708,1,6,6,1,0
18269,1,37,18469,haamde,2,2,1,1,849,411,NA,1,NA,7,2,0
18270,1,37,18470,masteef,2,2,1,1,516,849,NA,2,NA,7,2,0
18271,1,37,18471,polden,2,2,1,1,404,516,NA,2,NA,7,2,0
18272,1,37,18472,vlonters,2,2,1,1,699,404,NA,2,NA,7,2,1
18273,1,37,18473,gillen,1,2,0,1,341,699,11.1138,2,5,5,2,0
18274,1,37,18474,oonzaat,2,2,1,0,444,341,NA,1,NA,7,2,0
18275,1,37,18475,klessen,2,2,1,1,576,444,NA,2,NA,7,2,1
18276,1,37,18476,landvoogd,1,2,0,1,1663,576,0.1372,2,2,2,2,0
18277,1,37,18477,fiper,2,2,1,0,593,1663,NA,1,NA,7,2,0
18278,1,37,18478,bleetjes,2,2,1,1,447,593,NA,2,NA,7,2,0
18279,1,37,18479,zaampje,2,2,1,1,403,447,NA,2,NA,7,2,1
18280,1,37,18480,piemels,1,2,0,1,425,403,0.4802,2,NA,NA,2,0
18281,1,37,18481,gehierd,2,2,1,0,573,425,NA,1,NA,7,2,0
18282,1,37,18482,nerzen,2,2,1,1,540,573,NA,2,NA,7,2,0
18283,1,37,18483,coard,2,2,1,1,492,540,NA,2,NA,7,2,0
18284,1,37,18484,prodes,2,2,1,1,462,492,NA,2,NA,7,2,0
18285,1,37,18485,gestank,2,2,1,1,609,462,NA,2,NA,7,2,0
18286,1,37,18486,damer,2,2,1,1,830,609,NA,2,NA,7,2,0
18287,1,37,18487,chronisch,1,1,1,1,531,830,0.9147,2,3,3,1,0
18288,1,37,18488,meelstoot,2,2,1,1,516,531,NA,1,NA,7,2,0
18289,1,37,18489,teelij,2,2,1,1,452,516,NA,2,NA,7,2,0
18290,1,37,18490,vrijom,2,2,1,1,472,452,NA,2,NA,7,2,0
18291,1,37,18491,teder,1,1,1,1,460,472,2.767,2,4,4,1,0
18292,1,37,18492,mapo,2,2,1,1,495,460,NA,1,NA,7,2,0
18293,1,37,18493,voorwaarts,1,1,1,1,464,495,10.1305,2,5,5,1,0
18294,1,37,18494,gering,1,1,1,1,484,464,0.9605,1,3,3,1,0
18295,1,37,18495,chiorg,2,2,1,1,455,484,NA,1,NA,7,2,0
18296,1,37,18496,geschiedt,1,1,1,1,459,455,0.5946,2,3,3,1,0
18297,1,37,18497,eenden,1,1,1,1,557,459,3.4302,1,4,4,1,1
18298,1,37,18498,genster,1,2,0,1,701,557,0,1,1,1,2,0
18299,1,37,18499,panisch,1,1,1,0,567,701,0.2973,1,2,2,1,0
18300,1,37,18500,vrees,1,1,1,1,421,567,29.431,1,6,6,1,0
18301,1,37,18501,spaanse,1,1,1,1,531,421,10.4506,1,5,5,1,0
18302,1,37,18502,stortten,1,1,1,1,868,531,0.7775,1,3,3,1,0
18303,1,37,18503,duiren,2,2,1,1,552,868,NA,1,NA,7,2,0
18304,1,37,18504,buckets,1,1,1,1,1095,552,0.0229,2,1,1,1,0
18305,1,37,18505,octreen,2,2,1,1,561,1095,NA,1,NA,7,2,0
18306,1,37,18506,hechtje,2,2,1,1,784,561,NA,2,NA,7,2,0
18307,1,37,18507,verwaand,1,1,1,1,518,784,3.4988,2,4,4,1,0
18308,1,37,18508,hallo,1,1,1,1,471,518,554.8895,1,6,6,1,0
18309,1,37,18509,geboeid,1,1,1,1,442,471,3.5217,1,4,4,1,0
18310,1,37,18510,verstond,1,1,1,1,430,442,4.505,1,5,5,1,0
18311,1,37,18511,foders,2,2,1,1,482,430,NA,1,NA,7,2,0
18312,1,37,18512,behach,2,2,1,1,581,482,NA,2,NA,7,2,0
18313,1,37,18513,sogen,2,2,1,1,612,581,NA,2,NA,7,2,0
18314,1,37,18514,mertes,2,2,1,1,689,612,NA,2,NA,7,2,0
18315,1,37,18515,orzaat,2,2,1,1,443,689,NA,2,NA,7,2,1
18316,1,37,18516,flarden,1,2,0,1,367,443,4.5507,2,5,5,2,0
18317,1,37,18517,tuba,1,1,1,0,438,367,1.1891,1,3,3,1,0
18318,1,37,18518,super,1,1,1,1,411,438,21.2671,1,6,6,1,0
18319,1,37,18519,krulde,1,1,1,1,496,411,0.1143,1,NA,NA,1,0
18320,1,37,18520,bestaan,1,1,1,1,402,496,56.9639,1,6,6,1,0
18321,1,37,18521,stumveer,2,2,1,1,520,402,NA,1,NA,7,2,0
18322,1,37,18522,snoester,2,2,1,1,601,520,NA,2,NA,7,2,0
18323,1,37,18523,heen,1,1,1,1,471,601,396.0949,2,6,6,1,0
18324,1,37,18524,dechtte,2,2,1,1,522,471,NA,1,NA,7,2,0
18325,1,37,18525,krullen,1,1,1,1,508,522,2.8356,2,4,4,1,0
18326,1,37,18526,sprankje,1,1,1,1,716,508,0.8232,1,3,3,1,0
18327,1,37,18527,hegen,2,2,1,1,645,716,NA,1,NA,7,2,0
18328,1,37,18528,geleeldt,2,2,1,1,482,645,NA,2,NA,7,2,1
18329,1,37,18529,angt,2,1,0,1,420,482,NA,2,NA,7,1,0
18330,1,37,18530,nuttig,1,1,1,0,697,420,11.9599,2,5,5,1,0
18331,1,37,18531,poolse,1,1,1,1,563,697,4.7565,1,5,5,1,0
18332,1,37,18532,pruisen,1,1,1,1,850,563,0.686,1,3,3,1,0
18333,1,37,18533,graaks,2,2,1,1,454,850,NA,1,NA,7,2,0
18334,1,37,18534,vangsten,1,1,1,1,442,454,0.1829,2,2,2,1,1
18335,1,37,18535,stollen,1,2,0,1,398,442,0.3888,1,2,2,2,0
18336,1,37,18536,liert,2,2,1,0,548,398,NA,1,NA,7,2,0
18337,1,37,18537,tennis,1,1,1,1,468,548,4.6422,2,5,5,1,0
18338,1,37,18538,gedroept,2,2,1,1,582,468,NA,1,NA,7,2,0
18339,1,37,18539,oogmerk,1,1,1,1,597,582,0.0686,2,1,1,1,0
18340,1,37,18540,dierlijk,1,1,1,1,803,597,1.4407,1,4,4,1,0
18341,1,37,18541,kanker,1,1,1,1,426,803,21.8846,1,6,6,1,1
18342,1,37,18542,mieten,2,1,0,1,509,426,NA,1,NA,7,1,0
18343,1,37,18543,droomt,1,1,1,0,527,509,9.6731,2,5,5,1,0
18344,1,37,18544,slager,1,1,1,1,447,527,6.6317,1,5,5,1,0
18345,1,37,18545,wocht,2,2,1,1,499,447,NA,1,NA,7,2,0
18346,1,37,18546,eerdool,2,2,1,1,517,499,NA,2,NA,7,2,0
18347,1,37,18547,gaande,1,1,1,1,598,517,28.0132,2,6,6,1,0
18348,1,37,18548,tropen,1,1,1,1,644,598,0.6403,1,3,3,1,0
18349,1,37,18549,ploen,2,2,1,1,511,644,NA,1,NA,7,2,0
18350,1,37,18550,rua,2,2,1,1,625,511,NA,2,NA,7,2,0
18351,1,37,18551,kaasten,2,2,1,1,1582,625,NA,2,NA,7,2,0
18352,1,37,18552,senaat,1,1,1,1,531,1582,9.3072,2,5,5,1,0
18353,1,37,18553,zenttoord,2,2,1,1,484,531,NA,1,NA,7,2,0
18354,1,37,18554,zood,2,2,1,1,951,484,NA,2,NA,7,2,0
18355,1,37,18555,portiers,1,1,1,1,567,951,0.5488,2,3,3,1,0
18356,1,37,18556,sterft,1,1,1,1,469,567,45.6215,1,6,6,1,0
18357,1,37,18557,smons,2,2,1,1,440,469,NA,1,NA,7,2,0
18358,1,37,18558,bedaft,2,2,1,1,541,440,NA,2,NA,7,2,0
18359,1,37,18559,wrips,2,2,1,1,653,541,NA,2,NA,7,2,0
18360,1,37,18560,duitsers,1,1,1,1,728,653,21.4272,2,6,6,1,0
18361,1,37,18561,droepte,2,2,1,1,593,728,NA,1,NA,7,2,0
18362,1,37,18562,belegd,1,1,1,1,447,593,0.8232,2,3,3,1,1
18363,1,37,18563,latend,1,2,0,1,738,447,0.2058,1,2,2,2,1
18364,1,37,18564,kruit,1,2,0,0,602,738,3.1329,1,4,4,2,0
18365,1,37,18565,strofen,1,1,1,0,696,602,0.0229,1,1,1,1,0
18366,1,37,18566,pijler,1,1,1,1,402,696,0.2744,1,2,2,1,0
18367,1,37,18567,pooze,2,2,1,1,487,402,NA,1,NA,7,2,0
18368,1,37,18568,hemer,2,2,1,1,490,487,NA,2,NA,7,2,0
18369,1,37,18569,karven,2,2,1,1,460,490,NA,2,NA,7,2,0
18370,1,37,18570,profiel,1,1,1,1,512,460,8.5069,2,5,5,1,0
18371,1,37,18571,ochtends,1,1,1,1,448,512,14.4525,1,6,6,1,0
18372,1,37,18572,ploffen,1,1,1,1,500,448,0.3659,1,2,2,1,0
18373,1,37,18573,heesters,1,1,1,1,774,500,0.1829,1,2,2,1,0
18374,1,37,18574,twijgjes,1,1,1,1,493,774,0.4574,1,2,2,1,0
18375,1,37,18575,spreekt,1,1,1,1,526,493,72.6742,1,6,6,1,0
18376,1,37,18576,lup,2,2,1,1,495,526,NA,1,NA,7,2,0
18377,1,37,18577,strens,2,2,1,1,561,495,NA,2,NA,7,2,1
18378,1,37,18578,toertjes,1,2,0,1,560,561,0,2,1,1,2,0
18379,1,37,18579,nietsdoen,1,1,1,0,607,560,0.4345,1,2,2,1,0
18380,1,37,18580,boetgla,2,2,1,1,477,607,NA,1,NA,7,2,0
18381,1,37,18581,verroegd,2,2,1,1,575,477,NA,2,NA,7,2,0
18382,1,37,18582,plaferns,2,2,1,1,525,575,NA,2,NA,7,2,0
18383,1,37,18583,bieden,1,1,1,1,510,525,32.8154,2,6,6,1,0
18384,1,37,18584,vatbaar,1,1,1,1,416,510,1.6694,1,4,4,1,0
18385,1,37,18585,klompjes,1,1,1,1,501,416,0.0915,1,1,1,1,0
18386,1,37,18586,rijksdag,1,1,1,1,486,501,0.2973,1,2,2,1,1
18387,1,37,18587,change,1,2,0,1,601,486,0.1601,1,2,2,2,0
18388,1,37,18588,teng,2,2,1,0,551,601,NA,1,NA,7,2,0
18389,1,37,18589,diensttijd,1,1,1,1,551,551,1.1434,2,3,3,1,0
18390,1,37,18590,frontaal,1,1,1,1,470,551,0.7318,1,3,3,1,0
18391,1,37,18591,loeder,1,1,1,1,682,470,1.1891,1,3,3,1,0
18392,1,37,18592,nauwe,1,1,1,1,452,682,1.3949,1,4,4,1,0
18393,1,37,18593,laesies,1,1,1,1,777,452,0.2515,1,2,2,1,1
18394,1,37,18594,voogst,2,1,0,1,478,777,NA,1,NA,7,1,0
18395,1,37,18595,factor,1,1,1,0,481,478,3.1558,2,4,4,1,0
18396,1,37,18596,wientje,2,2,1,1,500,481,NA,1,NA,7,2,0
18397,1,37,18597,peignangs,2,2,1,1,454,500,NA,2,NA,7,2,1
18398,1,37,18598,tere,1,2,0,1,473,454,1.1205,2,3,3,2,0
18399,1,37,18599,lieks,2,2,1,0,444,473,NA,1,NA,7,2,0
18400,1,37,18600,plokte,2,2,1,1,608,444,NA,2,NA,7,2,0
18401,1,37,18601,nylons,1,1,1,1,600,608,0.4116,2,2,2,1,0
18402,1,37,18602,flipper,1,1,1,1,518,600,2.2411,1,4,4,1,0
18403,1,37,18603,totdat,1,1,1,1,471,518,77.9795,1,6,6,1,0
18404,1,37,18604,bespeurd,1,1,1,1,458,471,0.0229,1,1,1,1,0
18405,1,37,18605,gember,1,1,1,1,462,458,0.7546,1,3,3,1,0
18406,1,37,18606,grod,2,2,1,1,497,462,NA,1,NA,7,2,1
18407,1,37,18607,gingen,1,2,0,1,418,497,103.2943,2,6,6,2,0
18408,1,37,18608,schetst,1,1,1,0,504,418,0.343,1,2,2,1,0
18409,1,37,18609,starheid,1,1,1,1,602,504,0.0457,1,1,1,1,0
18410,1,37,18610,kerrie,1,1,1,1,536,602,0.9376,1,3,3,1,0
18411,1,37,18611,steekjes,1,1,1,1,472,536,0.1372,1,2,2,1,0
18412,1,37,18612,gemeem,2,2,1,1,651,472,NA,1,NA,7,2,0
18413,1,37,18613,leerstad,2,2,1,1,551,651,NA,2,NA,7,2,0
18414,1,37,18614,arslag,2,2,1,1,534,551,NA,2,NA,7,2,0
18415,1,37,18615,linker,1,1,1,1,551,534,8.484,2,5,5,1,0
18416,1,37,18616,pronder,2,2,1,1,551,551,NA,1,NA,7,2,0
18417,1,37,18617,achtste,1,1,1,1,488,551,5.9685,2,5,5,1,0
18418,1,37,18618,hus,2,2,1,1,553,488,NA,1,NA,7,2,1
18419,1,37,18619,pâtés,1,2,0,1,905,553,0,2,1,1,2,0
18420,1,37,18620,norren,1,1,1,0,1227,905,0,1,1,1,1,0
18421,1,37,18621,glimpen,1,1,1,1,494,1227,0.0915,1,1,1,1,0
18422,1,37,18622,meikjes,2,2,1,1,769,494,NA,1,NA,7,2,0
18423,1,37,18623,wirze,2,2,1,1,472,769,NA,2,NA,7,2,0
18424,1,37,18624,shang,2,2,1,1,443,472,NA,2,NA,7,2,0
18425,1,37,18625,vormpje,1,1,1,1,479,443,0,2,1,1,1,0
18426,1,37,18626,eestje,2,2,1,1,593,479,NA,1,NA,7,2,0
18427,1,37,18627,knikken,1,1,1,1,543,593,1.8294,2,4,4,1,0
18428,1,37,18628,bijsmaak,1,1,1,1,735,543,0.1372,1,2,2,1,0
18429,1,37,18629,hopa's,2,2,1,1,455,735,NA,1,NA,7,2,0
18430,1,37,18630,eren,1,1,1,1,907,455,7.5693,2,5,5,1,0
18431,1,37,18631,dochtschaat,2,2,1,1,621,907,NA,1,NA,7,2,0
18432,1,37,18632,langer,1,1,1,1,505,621,104.1633,2,6,6,1,0
18433,1,37,18633,ier,1,1,1,1,443,505,0.526,1,3,3,1,0
18434,1,37,18634,kwalijk,1,1,1,1,431,443,74.5722,1,6,6,1,0
18435,1,37,18635,hiekte,2,2,1,1,532,431,NA,1,NA,7,2,1
18436,1,37,18636,verdekt,1,2,0,1,500,532,0.1143,2,NA,NA,2,0
18437,1,37,18637,troontje,1,1,1,0,662,500,0,1,1,1,1,1
18438,1,37,18638,stramien,1,2,0,1,450,662,0.0686,1,1,1,2,0
18439,1,37,18639,woop,2,2,1,0,918,450,NA,1,NA,7,2,0
18440,1,37,18640,ebbla,2,2,1,1,534,918,NA,2,NA,7,2,0
18441,1,37,18641,dracht,1,1,1,1,1031,534,0.1372,2,2,2,1,0
18442,1,37,18642,kanaal,1,1,1,1,420,1031,13.9494,1,5,5,1,0
18443,1,37,18643,border,1,1,1,1,920,420,0.0915,1,1,1,1,0
18444,1,37,18644,rinststof,2,2,1,1,633,920,NA,1,NA,7,2,0
18445,1,37,18645,flirt,1,1,1,1,454,633,4.3449,2,5,5,1,0
18446,1,37,18646,preu,2,2,1,1,442,454,NA,1,NA,7,2,0
18447,1,37,18647,voordien,1,1,1,1,446,442,2.0581,2,4,4,1,0
18448,1,37,18648,kneken,2,2,1,1,577,446,NA,1,NA,7,2,0
18449,1,37,18649,dieten,2,2,1,1,576,577,NA,2,NA,7,2,0
18450,1,37,18650,afbreuk,1,1,1,1,446,576,0.2744,2,2,2,1,0
18451,1,37,18651,korps,1,1,1,1,465,446,6.929,1,5,5,1,0
18452,1,37,18652,hadems,2,2,1,1,549,465,NA,1,NA,7,2,0
18453,1,37,18653,baakschap,2,2,1,1,597,549,NA,2,NA,7,2,0
18454,1,37,18654,afdrook,2,2,1,1,387,597,NA,2,NA,7,2,1
18455,1,37,18655,streep,1,2,0,1,377,387,6.6317,2,5,5,2,0
18456,1,37,18656,peuntjes,2,2,1,0,624,377,NA,1,NA,7,2,0
18457,1,37,18657,weten,1,1,1,1,413,624,977.2596,2,6,6,1,1
